"","id","scene_description"
"545",707,"[Shows that the pants are still ripped.]"
"546",709,"[Protesting and pleading.]"
"547",709,"[Sticks one arm through the large hole in his pants.]"
"548",710,"[Cut to a frontal view of Aang with the duo in the background. Enthusiastically.]"
"549",713,"[Cut to close frontal view of Aang who is looking at something, his hand held against his brow. The siblings stand in the background.]"
"550",714,"[Camera moves back to reveal Appa as well. Innocently.]"
"551",716,"[Nudges Appa against his front leg with his elbow.]"
"552",718,"[Aang smiles over his shoulder at the duo. Sarcastically.]"
"553",718,"[Somewhat fearfully.]"
"554",719,"[Runs toward the shore, takes a sharp breath and points. Excitedly.]"
"555",721,"[Excited.]"
"556",721,"[Starts to disrobe while more koi fish jump out of the water in the background.]"
"557",725,"[Switch to a close-up of Aang atop the fish's back, waving at his friends.]"
"558",726,"[Cut to Katara who enthusiastically waves back.]"
"559",728,"[Smiling.]"
"560",729,"[Unimpressed.]"
"561",729,"[Lazily gestures at Aang in the water.]"
"562",730,"[Notices something behind Sokka and runs off screen.]"
"563",730,"[Appa grunts.]"
"564",732,"[Disappointed, the smile having faded off his face.]"
"565",734,"[Alarmed.]"
"566",736,"[Worried.]"
"567",742,"[Flailing his arms and legs.]"
"568",744,"[Frightened.]"
"569",748,"[Stands up and wipes his hands together.]"
"570",752,"[Voice-over.]"
"571",754,"[Voice-over.]"
"572",755,"[Close-up of the blindfolded Sokka. Challenging.]"
"573",757,"[Aggressively.]"
"574",758,"[Stepping forward, gesturing heavily with her clenched fist. Indignantly.]"
"575",759,"[Closer side-view shot of Sokka who stares at them in disbelief.]"
"576",759,"[He amusingly glance to his right to where Aang stands as if he is looking for confirmation. Mockingly.]"
"577",760,"[Grabs Sokka by his collar. Angrily.]"
"578",761,"[Leans forward in her bonds. Pleading and apologetically.]"
"579",761,"[Suki released Sokka, but still stares at him in dismay.]"
"580",762,"[The three teenagers looks surprised at Aang's words. The camera pans the left to reveal a sorrowfully looking Aang.]"
"581",763,"[Cut to a frontal view of Oyaji. Angrily.]"
"582",763,"[Points at the bound three.]"
"583",764,"[Cut back to Aang, a brightened expression on his face.]"
"584",765,"[Humorless.]"
"585",767,"[Close-up of the face of the statue. The colors have faded away a bit, but it is still clear that Kyoshi wears the same white face paint, with the red accentuated eyes as the modern Kyoshi Warriors wear.]"
"586",768,"[Cut to Aang who looks pensive at the statue before looking at the ground in front of him. He speaks in a soft, calm voice while the camera slowly zooms in on him.]"
"587",770,"[Not convinced by Aang's statement. Shaking her fist to emphasize her words.]"
"588",771,"[Cut to Aang and his friend from a point of view between Suki and Oyaji. Aang smiles sheepishly.]"
"589",772,"[Cut to frontal view of Suki and Oyaji who angrily points at Aang while looking at Suki.]"
"590",774,"[Nervously.]"
"591",776,"[Talking all at once.]"
"592",778,"[In awe.]"
"593",779,"[Cut to a frontal view of Aang with a serious look on his face, a relieved Sokka and Katara still tied up in the background to his left.]"
"594",779,"[He pulls his marbles out from underneath his robes.]"
"595",781,"[Excited.]"
"596",781,"[The fisherman picks up his basket.]"
"597",782,"[Due to his utter surprise, he drops his basket.]"
"598",784,"[Yells on a demanding tone.]"
"599",784,"[Cut to a frontal shot of Iroh as Zuko addresses him while leaving the room. Iroh looks at Zuko as he walks away.]"
"600",785,"[Casually points at the smoking fish in front of him.]"
"601",786,"[Turns around and snatches the plate off the table. Aggressively.]"
"602",788,"[Throws his arms in the air while Momo digs in and chitters. Ecstatic.]"
"603",790,"[The rest is kind of muffled out because he is cramming his desserts in his mouth.]"
"604",792,"[Impressed.]"
"605",792,"[Offers one of the desserts he is holding to Katara.]"
"606",793,"[Puts down the orange dessert, accepts the dessert Aang offers her and takes a bit.]"
"607",798,"[Aang leans backward to be able to look past Katara to Sokka; his eyes wide open in surprise.]"
"608",800,"[Glancing amusingly at Aang. Slightly mocking.]"
"609",801,"[Protesting.]"
"610",802,"[Mockingly looks at her brother.]"
"611",804,"[Indignant.]"
"612",804,"[Walks out of the scene with big strides. Mumbling to himself.]"
"613",804,"[Comes back to the table to face Katara and Aang. Momo grabs some more pastries that lie around him.]"
"614",804,"[Snatches some of the desert of the table.]"
"615",804,"[He shoves one of the deserts in his mouth and stalks off again.]"
"616",806,"[Excited.]"
"617",809,"[Lowers his arm with the pastry and offers it to Momo's grasping paw.]"
"618",809,"[The lemur feels the desert and quickly snatches it out of Aang's hand.]"
"619",809,"[Aang moves closer to Katara and turns around to look out of the window at the statue.]"
"620",810,"[Slightly concerned.]"
"621",811,"[Reassuring.]"
"622",813,"[Muttering to himself.]"
"623",813,"[He lowers the canvas and notices that another girl has pulled up next to Aang. Surprised.]"
"624",813,"[He obscures his models again from sight by raising his canvas and painting the outlines of the other girl.]"
"625",813,"[He lowers the canvas to see that three more girls have joined Aang.]"
"626",813,"[He obscures the Avatar and his fangirls from sight again with his canvas while he quickly paints Aang.]"
"627",815,"[Angrily grunting to himself.]"
"628",817,"[Condescending.]"
"629",817,"[Suki and the other warriors stop their exercise and close their fans. They stare at Sokka with a serious look on their faces.]"
"630",817,"[The camera moves back, revealing that Sokka was stretching.]"
"631",818,"[Looks at how Sokka continues his warm up.]"
"632",818,"[Cut to a side-view while Sokka is loosening up his hips.]"
"633",819,"[Stretching his arms.]"
"634",819,"[Mockingly suppressing a laugh while speaking.]"
"635",820,"[Sarcastically.]"
"636",821,"[Smugly.]"
"637",822,"[Keeps using sarcasm without Sokka catching on to it. Leans slightly toward Sokka.]"
"638",822,"[Glances back to the other Kyoshi Warriors.]"
"639",822,"[Looks back to Sokka.]"
"640",823,"[Frontal view of Sokka as his eyes widen upon hearing the unexpected request.]"
"641",824,"[Turns to the other warriors.]"
"642",826,"[He places his hands on Suki's shoulder in order to push her back a little, but she does not move a bit.]"
"643",828,"[Rubbing his hurt right shoulder. Impressed.]"
"644",829,"[Close-up of Suki's confident face.]"
"645",831,"[He starts with a mumble, raising his tone of voice with each word.]"
"646",831,"[Shouting while he attempts to hit Suki with a roundhouse kick.]"
"647",833,"[His voice cracking in anger.]"
"648",835,"[Mockingly.]"
"649",840,"[Admiringly.]"
"650",842,"[Holding up a finger to draw their attention.]"
"651",844,"[Turns around in surprise, but is happy to see that the poke came from Aang.]"
"652",844,"[She moves the pot toward Aang.]"
"653",845,"[Holding up his hands to fob off with the offered pot.]"
"654",846,"[Slightly irritated.]"
"655",848,"[Resumed filling the pot with more vegetables.]"
"656",849,"[Disappointed.]"
"657",850,"[Annoyed.]"
"658",851,"[Central focus on Aang.]"
"659",851,"[He puts his hand to his chin in a thinking posture; the camera pans to the right, showing Aang's fangirls better in the background.]"
"660",853,"[Stomping her foot in annoyance and puts her hands on her hips, while another girl happily waves at Aang; irritated.]"
"661",855,"[Slightly mocking.]"
"662",856,"[Enthusiastically.]"
"663",857,"[Sarcastic.]"
"664",857,"[Annoyed.]"
"665",859,"[Close-up; angrily.]"
"666",859,"[More high pitched voice.]"
"667",862,"[Irritated.]"
"668",865,"[Turning away; irritated.]"
"669",867,"[Timidly.]"
"670",868,"[Hostile.]"
"671",869,"[Cut to a shot of Sokka who does not know how to act.]"
"672",870,"[Close-up of Suki; hostile.]"
"673",871,"[Sokka looks hurt at Suki's hostility. He humbly drops to his knees in front of her.]"
"674",872,"[Frog view of Suki; hostile.]"
"675",873,"[Averting his eyes.]"
"676",874,"[Cut to a side-view of the two; Suki has her arms crossed while looking down upon Sokka.]"
"677",875,"[Raises his head to face her; pleading.]"
"678",875,"[Bowing again.]"
"679",876,"[Frog view; on a friendlier tone.]"
"680",877,"[Close-up; eagerly.]"
"681",878,"[Smiling.]"
"682",880,"[Embarrassed looking down at his wardrobe.]"
"683",880,"[Lower his arms in defeat.]"
"684",881,"[Closeup of Sokka, the camera pans down to reveal the entire uniform close by.]"
"685",883,"[Proudly.]"
"686",884,"[Popping in; smiling broadly.]"
"687",884,"[Sokka winces upon hearing his name and slants his eyes and shoulders in embarrassment.]"
"688",886,"[Confidently.]"
"689",887,"[Slants up her eyes in annoyance, which Aang can't see while continuing to practice her bending.]"
"690",888,"[Bragging.]"
"691",889,"[Still not looking at Aang; disinterested.]"
"692",890,"[Surprised.]"
"693",891,"[Still disinterested.]"
"694",892,"[Crossing his arms; defiant.]"
"695",893,"[Growing irritated again.]"
"696",894,"[Annoyed at Katara's lack of interest.]"
"697",895,"[Irritated.]"
"698",896,"[Annoyed.]"
"699",897,"[Angry.]"
"700",897,"[She loses control over the water and it splashed back into the bowl. Katara balls her fists in annoyance.]"
"701",898,"[Emphasizing his reacting by swinging his hands.]"
"702",905,"[Peeks her head around the door to look at the hit tree before turning back to Sokka. Friendly.]"
"703",905,"[Retracts her own fan from her belt and points it at Sokka, who takes on a battle position.]"
"704",905,"[Close-up of Sokka.]"
"705",907,"[Looks surprised, quickly crosses his arms and looks smug.]"
"706",908,"[Quickly gets up; irritated.]"
"707",909,"[Points at Suki, exclaims ecstaticly.]"
"708",911,"[Releases the finger while smiling broadly. On a more serious tone.]"
"709",913,"[Resting her head on her hand. Bored and impatiently.]"
"710",914,"[Close-up; reassuring.]"
"711",914,"[Looking for a way to entertain the girls.]"
"712",916,"[Annoyed.]"
"713",917,"[The girls stand up. Waving her arms to emphasize her question.]"
"714",918,"[Waving from the water to the girls. Pleading.]"
"715",919,"[Holds her hands to her mouth to emphasize her yelling.]"
"716",921,"[Happily.]"
"717",922,"[Somewhat concerned.]"
"718",924,"[In a regretful voice.]"
"719",925,"[Lowering his eyes.]"
"720",926,"[Smiling. Puts her hands beside her mouth, yelling in a joking manner.]"
"721",927,"[Smiling broadly and starts to swing toward the shore.]"
"722",929,"[Worried.]"
"723",933,"[Carefully peeking over the rock.]"
"724",937,"[Worriedly.]"
"725",939,"[Coughing out the last of the water. In a weak voice.]"
"726",939,"[Katara lovingly smiles at him with relief written all over her face.]"
"727",941,"[Smiling while impressed.]"
"728",943,"[Sokka and Suki worriedly turn to him. Alarmed.]"
"729",943,"[Suki immediately runs to him while he turns to head back to the town.]"
"730",944,"[Protesting.]"
"731",944,"[Momo jumps on his shoulder and pushes himself off toward the door. Conceding.]"
"732",946,"[Frog view close-up.]"
"733",946,"[Camera pans from left to right, revealing how several villagers are hiding in the nearby houses.]"
"734",946,"[Camera focuses on the four riders while moving away from them over the main street, showing that there is not any movement in the village. Side-view of Zuko.]"
"735",951,"[Close-up of Zuko.]"
"736",957,"[Sorrowful.]"
"737",959,"[Close-up. Upset.]"
"738",962,"[Sad.]"
"739",966,"[Surprised.]"
"740",967,"[Close-up. Regretful.]"
"741",968,"[Side-view.]"
"742",968,"[She leans over and kisses Sokka on the cheek, before continuing again. A surprised Sokka touches his cheek where Suki just kissed him.]"
"743",968,"[Cut to shot of Sokka who blushes; cut to Suki who stands in the alleyway, her fan slid open to fight.]"
"744",970,"[Pulling the reins.]"
"745",974,"[Peeking over the rim of the saddle to address a saddened Aang. Sokka is wiping of the face paint with his sleeve.]"
"746",974,"[Gesturing toward the town.]"
"747",974,"[Comforting.]"
"748",976,"[Shocked; off-camera.]"
"749",978,"[Gratefully smiling.]"
"750",979,"[Side-view of Aang mounting Appa's saddle.]"
"751",980,"[Smiling as Aang sits down.]"
"752",984,"[Camera pans up from the group to show the entire pyramid structured city of Omashu. Close-up of an excited Aang.]"
"753",985,"[Close-up; impressed.]"
"754",986,"[Close-up; overwhelmed.]"
"755",987,"[Back view of the siblings, with Aang and the city visible between them. Excitedly.]"
"756",989,"[Stretching her arm out to him, halting Aang with her cry.]"
"757",990,"[Somewhat seriously.]"
"758",991,"[Shot of Aang looking up.]"
"759",991,"[In a slightly sarcastic tone.]"
"760",993,"[Scratching underneath the wig.]"
"761",993,"[Cut to a broader shot; Aang is standing beside Appa. To Appa.]"
"762",996,"[Glancing at Sokka.]"
"763",998,"[In an old man's voice.]"
"764",1000,"[Cut to front view shot as the three friends walk toward the gate. Aang looks over his shoulder at Sokka.]"
"765",1002,"[Angrily.]"
"766",1002,"[Far off shot of three guards and a cabbage merchant with his cart in front of the closed gate of Omashu; harshly.]"
"767",1004,"[Leaning over the rim of the path. Dramatically waving his arms in despair.]"
"768",1006,"[Close-up, broadly smiling; somewhat nervously.]"
"769",1008,"[Aggressively with a glare.]"
"770",1010,"[In old man voice, poking the chest of the sentry.]"
"771",1010,"[Shot of the boulder crashing down due to the guards lack of concentration beside Katara and Sokka as they jump up slightly from the impact; close-up of Aang pointing a finger at the camera.]"
